Title;Rating;Genre;Year;Director;Image
Naruto Shippuden the Movie: The Will of Fire;7.218;Action;2009;Masahiko Murata;images\36728.jpg
Teenage Mutant Ninja Turtles II: The Secret of the Ooze;6.05;Science Fiction;1991;Michael Pressman;images\1497.jpg
A Quiet Place;7.397;Horror;2018;John Krasinski;images\447332.jpg
Bumblebee;6.731;Action;2018;Travis Knight;images\424783.jpg
The Bourne Supremacy;7.315;Action;2004;Paul Greengrass;images\2502.jpg
Incantation;6.862;Horror;2022;Kevin Ko;images\864370.jpg
Con Air;6.728;Action;1997;Simon West;images\1701.jpg
Waterworld;6.191;Adventure;1995;Kevin Reynolds;images\9804.jpg
Two Sinners and a Mule;6.4;Western;2023;Raliegh Wilson;images\1111140.jpg
Love & Other Drugs;7.037;Drama;2010;Edward Zwick;images\43347.jpg
Planet of the Apes;7.642;Science Fiction;1968;Franklin J. Schaffner;images\871.jpg
The Naked Gun: From the Files of Police Squad!;7.233;Comedy;1988;David Zucker;images\37136.jpg
Eva;5.7;Drama;2021;Jeffrey Hidalgo;images\893694.jpg
The Fabelmans;7.737;Drama;2022;Steven Spielberg;images\804095.jpg
Secret Headquarters;6.662;Action;2022;Henry Joost;images\791155.jpg
Man on a Ledge;6.43;Action;2012;Asger Leth;images\49527.jpg
Deep Rising;6.2;Adventure;1998;Stephen Sommers;images\9457.jpg
Night at the Museum: Kahmunrah Rises Again;6.653;Animation;2022;Matt Danner;images\751741.jpg
Dungeons & Dragons: Wrath of the Dragon God;4.518;Action;2005;Gerry Lively;images\9288.jpg
Gremlins 2: The New Batch;6.389;Comedy;1990;Joe Dante;images\928.jpg
The Running Man;6.529;Action;1987;Paul Michael Glaser;images\865.jpg
Hellboy II: The Golden Army;6.753;Fantasy;2008;Guillermo del Toro;images\11253.jpg
Glass;6.677;Thriller;2019;M. Night Shyamalan;images\450465.jpg
The Proposal;7.129;Comedy;2009;Anne Fletcher;images\18240.jpg
No Exit;6.958;Thriller;2022;Damien Power;images\833425.jpg
Colombiana;6.602;Action;2011;Olivier Megaton;images\62835.jpg
The Transporter;6.695;Action;2002;Corey Yuen;images\4108.jpg
Bolt;6.492;Animation;2008;Chris Williams;images\13053.jpg
A Dog's Purpose;7.614;Adventure;2017;Lasse Hallström;images\381289.jpg
The Intern - A Summer of Lust;5.2;Drama;2019;Erika Lust;images\700348.jpg
Trainwreck;5.792;Comedy;2015;Judd Apatow;images\271718.jpg
Click;6.268;Comedy;2006;Frank Coraci;images\9339.jpg
Peninsula;6.775;Horror;2020;Yeon Sang-ho;images\581392.jpg
Warcraft;6.364;Action;2016;Duncan Jones;images\68735.jpg
A Nightmare on Elm Street;7.323;Horror;1984;Wes Craven;images\377.jpg
Idol Sex: LA Korean Women;1.0;Romance;2020;Jeong Mi-na;images\719128.jpg
Escape Room: Tournament of Champions;6.582;Horror;2021;Adam Robitel;images\585216.jpg
Emmanuelle: The Joys of a Woman;5.411;Drama;1975;Francis Giacobetti;images\28209.jpg
In the Mood for Love;8.108;Drama;2000;Wong Kar-wai;images\843.jpg
The Empire Strikes Back;8.391;Adventure;1980;Irvin Kershner;images\1891.jpg
Seed of Chucky;5.406;Comedy;2004;Don Mancini;images\11249.jpg
Crank: High Voltage;6.047;Action;2009;Brian Taylor;images\15092.jpg
The Angry Birds Movie;6.206;Animation;2016;Fergal Reilly;images\153518.jpg
Gunpowder Milkshake;6.377;Action;2021;Navot Papushado;images\574060.jpg
Naked Gun 33⅓: The Final Insult;6.454;Comedy;1994;Peter Segal;images\36593.jpg
Wrath of the Titans;5.725;Fantasy;2012;Jonathan Liebesman;images\57165.jpg
Hulk;5.538;Science Fiction;2003;Ang Lee;images\1927.jpg
Kill Bill: Vol. 1;7.97;Action;2003;Quentin Tarantino;images\24.jpg
After Earth;5.2;Science Fiction;2013;M. Night Shyamalan;images\82700.jpg
King Arthur: Legend of the Sword;6.535;Action;2017;Guy Ritchie;images\274857.jpg
U-571;6.5;War;2000;Jonathan Mostow;images\3536.jpg
Barber;0.0;Crime;2023;Fintan Connolly;images\1089765.jpg
Bosomy Tae-hee;6.5;Romance;2020;Lee Dong-Joon;images\679057.jpg
The Pilgrim's Progress;7.637;Animation;2019;Robert Fernandez;images\595172.jpg
White Men Can't Jump;6.61;Comedy;2023;Calmatic;images\920125.jpg
Lost in the Stars;6.329;Mystery;2023;Xiang Liu;images\1108211.jpg
The Sword in the Stone;7.248;Animation;1963;Wolfgang Reitherman;images\9078.jpg
Married Women: Husband Change;5.0;Romance;2020;Kim Hwan;images\699173.jpg
With Aunt It's Not a Sin;6.0;Comedy;1980;Giuseppe Pulieri;images\367401.jpg
[REC]: Horror Without Pause;7.25;Documentary;2022;Diego López-Fernández;images\1017138.jpg
Love Addict;5.958;Comedy;2018;Frank Bellocq;images\462148.jpg
Descendants;7.115;Family;2015;Kenny Ortega;images\277217.jpg
The Intern;7.204;Comedy;2015;Nancy Meyers;images\257211.jpg
Freestyle;6.66;Comedy;2022;Didier Barcelo;images\892494.jpg
Die Hard: With a Vengeance;7.253;Action;1995;John McTiernan;images\1572.jpg
I Want to Eat Your Pancreas;8.257;Animation;2018;Shinichiro Ushijima;images\504253.jpg
Fantastic Four: Rise of the Silver Surfer;5.592;Adventure;2007;Tim Story;images\1979.jpg
Mama;6.246;Horror;2013;Andy Muschietti;images\132232.jpg
The Magician's Elephant;7.021;Animation;2023;Wendy Rogers;images\776835.jpg
Seventh Son;5.493;Adventure;2014;Sergei Bodrov;images\68737.jpg
Escape Plan 2: Hades;5.15;Action;2018;Steven C. Miller;images\440471.jpg
American Wedding;6.2;Comedy;2003;Jesse Dylan;images\8273.jpg
Fear Street: 1994;6.726;Mystery;2021;Leigh Janiak;images\591273.jpg
Gabriel's Redemption: Part 1;6.786;Drama;2023;Tosca Musk;images\1142615.jpg
My Hero Academia: Two Heroes;7.907;Animation;2018;Kenji Nagasaki;images\505262.jpg
The Lost King;6.565;Comedy;2022;Stephen Frears;images\914216.jpg
Orgies of Edo;6.1;Drama;1969;Teruo Ishii;images\70411.jpg
The Smurfs;5.766;Animation;2011;Raja Gosnell;images\41513.jpg
Fox Ghost;5.0;Comedy;2002;Stanley Tong Man-Hong;images\129171.jpg
The Outfit;7.128;Crime;2022;Graham Moore;images\799876.jpg
Homefront;6.956;Action;2013;Gary Fleder;images\204082.jpg
My Wife's Sister;5.3;Romance;2016;Lee Sang-woo;images\430384.jpg
The Return of Jafar;6.235;Family;1994;Alan Zaslove;images\15969.jpg
My Animal;4.944;Fantasy;2023;Jacqueline Castel;images\1058689.jpg
Dr. No;6.996;Adventure;1962;Terence Young;images\646.jpg
Mary Poppins;7.6;Comedy;1964;Robert Stevenson;images\433.jpg
Umma;5.424;Horror;2022;Iris K. Shim;images\751237.jpg
Tinker Bell and the Legend of the NeverBeast;7.264;Adventure;2014;Steve Loter;images\297270.jpg
There Will Be Blood;8.086;Drama;2007;Paul Thomas Anderson;images\7345.jpg
Giovannona Long-Thigh;5.9;Comedy;1973;Sergio Martino;images\121342.jpg
Last Man Down;6.15;Action;2021;Fansu Njie;images\860623.jpg
Sharper;7.061;Thriller;2023;Benjamin Caron;images\717980.jpg
The Hot Chick;6.3;Comedy;2002;Tom Brady;images\11852.jpg
Libido;4.2;Drama;1973;Fred Schepisi;images\274931.jpg
Back to the Future Part III;7.465;Adventure;1990;Robert Zemeckis;images\196.jpg
Monstrous;6.05;Horror;2022;Chris Sivertson;images\811656.jpg
Honest Thief;6.53;Thriller;2020;Mark Williams;images\553604.jpg
Vanished: Searching for My Sister;5.9;Drama;2022;Timothy Woodward Jr.;images\929326.jpg
The Grey;6.564;Drama;2012;Joe Carnahan;images\75174.jpg
Como Dios manda;6.173;Comedy;2023;Paz Jiménez;images\1064103.jpg
Vanguard;6.31;Action;2020;Stanley Tong;images\604822.jpg
Public Enemies;6.677;Action;2009;Michael Mann;images\11322.jpg
Vivo;7.376;Animation;2021;Kirk DeMicco;images\449406.jpg
Good Chemistry: The Story of Elemental;5.625;Documentary;2023;Tony Kaplan;images\1174775.jpg
Barbie in A Mermaid Tale 2;6.991;Animation;2012;William Lau;images\91342.jpg
Oink;7.4;Animation;2022;Mascha Halberstad;images\916423.jpg
Untold: The Rise and Fall of AND1;7.1;Documentary;2022;Kevin Wilson, Jr.;images\1002305.jpg
The Age of Adaline;7.468;Romance;2015;Lee Toland Krieger;images\293863.jpg
Total Recall;5.992;Action;2012;Len Wiseman;images\64635.jpg
Pearl Harbor;6.934;War;2001;Michael Bay;images\676.jpg
Mom's Friend 2;4.2;Romance;2016;Kim Dae-seong-I;images\412092.jpg
Watcher;6.518;Horror;2022;Chloe Okuno;images\807356.jpg
Knock Knock;5.341;Drama;2015;Eli Roth;images\263472.jpg
Rise of the Guardians;7.361;Family;2012;Peter Ramsey;images\81188.jpg
Adultery Alumni Association 2;7.7;Drama;2019;Kim Jong-min;images\853033.jpg
Bad Sister;6.709;Thriller;2015;Doug Campbell;images\375846.jpg
The Seven Deadly Sins: Cursed by Light;7.738;Animation;2021;Takayuki Hamana;images\843241.jpg
Ardor;4.8;Drama;2002;Byun Young-joo;images\5252.jpg
The A-Team;6.4;Thriller;2010;Joe Carnahan;images\34544.jpg
Emmanuelle in Hong Kong;2.0;Drama;2003;Dick Lau Tik-Chi;images\220590.jpg
The Machine;6.1;Comedy;2023;Peter Atencio;images\647250.jpg
Vice;4.352;Thriller;2015;Brian A. Miller;images\307663.jpg
Alvin and the Chipmunks: The Squeakquel;5.629;Comedy;2009;Betty Thomas;images\23398.jpg
The Usual Suspects;8.195;Drama;1995;Bryan Singer;images\629.jpg
Those Who Wish Me Dead;6.703;Thriller;2021;Taylor Sheridan;images\578701.jpg
A Fistful of Dollars;7.85;Western;1964;Sergio Leone;images\391.jpg
Grotesque;3.5;Horror;2022;Brandon Rhiness;images\1014501.jpg
My Hero Academia: Heroes Rising;8.188;Animation;2019;Kenji Nagasaki;images\592350.jpg
Independence Day: Resurgence;5.284;Action;2016;Roland Emmerich;images\47933.jpg
Ghost Ship;5.933;Horror;2002;Steve Beck;images\9645.jpg
Willy's Wonderland;6.029;Action;2021;Kevin Lewis;images\643586.jpg
Independence Day;6.867;Action;1996;Roland Emmerich;images\602.jpg
Death Wish;6.134;Action;2018;Eli Roth;images\395990.jpg
Megamind;6.963;Animation;2010;Tom McGrath;images\38055.jpg
The Martian;7.677;Drama;2015;Ridley Scott;images\286217.jpg
Extras For Chasing The Dragon;4.2;Action;2023;Venus Keung;images\1074178.jpg
Paranormal Activity: Next of Kin;6.2;Horror;2021;William Eubank;images\609972.jpg
Marvel Studios Assembled: The Making of Secret Invasion;3.8;Documentary;2023;Brad Baruh;images\1165500.jpg
Wire Room;6.522;Action;2022;Matt Eskandari;images\921360.jpg
Ju-on: The Grudge;6.686;Horror;2002;Takashi Shimizu;images\11838.jpg
P.O. Box Tinto Brass;5.6;Comedy;1995;Tinto Brass;images\55580.jpg
Belle de Jour;7.404;Drama;1967;Luis Buñuel;images\649.jpg
Basic Instinct;6.887;Thriller;1992;Paul Verhoeven;images\402.jpg
No Manches Frida 2;7.998;Comedy;2019;Nacho G. Velilla;images\554596.jpg
It's a Wonderful Life;8.26;Drama;1946;Frank Capra;images\1585.jpg
Good Boy;7.8;Horror;2022;Viljar Bøe;images\983507.jpg
Crank;6.635;Action;2006;Brian Taylor;images\1948.jpg
One Day;7.417;Drama;2011;Lone Scherfig;images\51828.jpg
The Untouchables;7.771;Crime;1987;Brian De Palma;images\117.jpg
City of God;8.429;Drama;2002;Fernando Meirelles;images\598.jpg
Alvin and the Chipmunks: Chipwrecked;5.7;Comedy;2011;Mike Mitchell;images\55301.jpg
The World Is Not Enough;6.266;Adventure;1999;Michael Apted;images\36643.jpg
Covet: Island of Desire;4.75;Romance;2017;Kim Jin-sung;images\458083.jpg
The Warriors;7.676;Action;1979;Walter Hill;images\11474.jpg
The Corruption;5.0;Drama;1986;Salvatore Samperi;images\144069.jpg
Willy Wonka & the Chocolate Factory;7.483;Family;1971;Mel Stuart;images\252.jpg
The Patriot;7.165;Drama;2000;Roland Emmerich;images\2024.jpg
Rocky II;7.26;Drama;1979;Sylvester Stallone;images\1367.jpg
The Adventures of Sharkboy and Lavagirl;5.151;Adventure;2005;Robert Rodriguez;images\14199.jpg
Pokémon the Movie: Mewtwo Strikes Back - Evolution;6.688;Animation;2019;Motonori Sakakibara;images\571891.jpg
Seoul Vibe;6.673;Action;2022;Moon Hyun-sung;images\773867.jpg
Jumanji: Welcome to the Jungle;6.827;Adventure;2017;Jake Kasdan;images\353486.jpg
Tinker Bell and the Pirate Fairy;6.925;Animation;2014;Peggy Holmes;images\175112.jpg
Bāhubali: The Beginning;7.55;Action;2015;S. S. Rajamouli;images\256040.jpg
BJJ: Woman on Top;0.0;Romance;2023;Linnet Zurbano;images\1168715.jpg
Batman Forever;5.411;Action;1995;Joel Schumacher;images\414.jpg
Fantastic Beasts: The Crimes of Grindelwald;6.877;Fantasy;2018;David Yates;images\338952.jpg
The Island;6.662;Action;2005;Michael Bay;images\1635.jpg
Central Intelligence;6.411;Action;2016;Rawson Marshall Thurber;images\302699.jpg
The Angry Birds Movie 2;7.122;Animation;2019;Thurop Van Orman;images\454640.jpg
Police Story 3: Super Cop;6.8;Action;1992;Stanley Tong;images\11134.jpg
Ganymede;0.0;Unknown;2023;Colby Holt;images\1029322.jpg
Abandoned;6.18;Horror;2022;Spencer Squire;images\880841.jpg
American Girl: Corinne Tan;6.333;Family;2023;Angela C. Tortu;images\974834.jpg
Point Break;5.921;Action;2015;Ericson Core;images\257088.jpg
Army of One;5.677;Action;2020;Stephen Durham;images\768939.jpg
Proximity;6.123;Science Fiction;2020;Eric Demeusy;images\693158.jpg
Paul Blart: Mall Cop 2;5.142;Action;2015;Andy Fickman;images\256961.jpg
Season of the Witch;5.43;Adventure;2011;Dominic Sena;images\23047.jpg
The Hateful Eight;7.746;Drama;2015;Quentin Tarantino;images\273248.jpg
Blitz;6.169;Crime;2011;Elliott Lester;images\55846.jpg
Dark Asset;0.0;Action;2023;Michael Winnick;images\1168521.jpg
RoboCop;7.3;Action;1987;Paul Verhoeven;images\5548.jpg
Return of the Jedi;7.891;Adventure;1983;Richard Marquand;images\1892.jpg
Hole-in-law;7.0;Romance;2020;Lee Sang-soo;images\724109.jpg
The Hunt;6.653;Action;2020;Craig Zobel;images\514847.jpg
Rocky III;6.877;Drama;1982;Sylvester Stallone;images\1371.jpg
Instead of Husband;0.0;Unknown;2019;Shizukaman;images\695733.jpg
Fatal Attraction;6.844;Drama;1987;Adrian Lyne;images\10998.jpg
Detective Knight: Rogue;6.538;Action;2022;Edward Drake;images\1024546.jpg
Cinderella III: A Twist in Time;6.528;Animation;2007;Frank Nissen;images\16119.jpg
The Ballad of Buster Scruggs;7.145;Western;2018;Joel Coen;images\537996.jpg
Chaos Walking;6.636;Fantasy;2021;Doug Liman;images\412656.jpg
Aftersun;7.727;Drama;2022;Charlotte Wells;images\965150.jpg
Riddick;6.298;Science Fiction;2013;David Twohy;images\87421.jpg
Witchcraft vs. Curse;3.3;Fantasy;1991;Fong Yau;images\230887.jpg
Rain Town;6.621;Animation;2011;Hiroyasu Ishida;images\230622.jpg
The Protector;7.097;Action;2005;Prachya Pinkaew;images\8982.jpg
Dragon Ball Z: Bio-Broly;5.74;Animation;1994;Yoshihiro Ueda;images\39106.jpg
14 and Under;5.621;Comedy;1973;Ernst Hofbauer;images\80295.jpg
The Girl with the Dragon Tattoo;7.36;Thriller;2011;David Fincher;images\65754.jpg
High School Girl Story Indecent Fruit;6.6;Unknown;1997;Akira Kato;images\631330.jpg
Dangerous;6.2;Action;2021;David Hackl;images\763788.jpg
Crawlspace;6.096;Thriller;2022;L. Gustavo Cooper;images\879538.jpg
The Vault;6.8;Action;2021;Jaume Balagueró;images\630004.jpg
Love Again;6.654;Romance;2023;Jim Strouse;images\758336.jpg
The Rock;7.1;Action;1996;Michael Bay;images\9802.jpg
